,text,ori_tweet
175,repeal replace horrible disaster known obamacare ,We will repeal and replace the horrible disaster known as #Obamacare!pic.twitter.com/YzRTPrqrNC
176,african americans seeing bad job hillary type policy management done inner cities want trump ,"Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities, they want TRUMP!"
177,anyone know crooked hillary tried hard unable pass bar exams washington forced go elsewhere ,"Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere"
178,making major speech illegal immigration wednesday great state arizona big crowds looking larger venue ,"I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds, looking for a larger venue."
179,think candidates crooked hillary release detailed medical records problem hillary ,"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?"
180,today 53rd anniversary march washington today honor enduring fight justice equality opportunity ,"Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice, equality and opportunity."
181,national debt january 2009 trillion august 2016 ,"NATIONAL DEBT 
January 2009 = $10.6 TRILLION
August 2016 = $19.4 TRILLIONpic.twitter.com/dKAVaLfGAJ"
182,honor amazing root family join iowa inspired courage ,It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage & bravery.https://amp.twimg.com/v/d96463a2-c8f5-42a3-8865-065ba39beb30 …
183,condolences dwyane wade family loss nykea aldridge thoughts prayers ,"My condolences to Dwyane Wade and his family, on the loss of Nykea Aldridge. They are in my thoughts and prayers."
184,dwyane wade cousin shot killed walking baby chicago saying african americans vote trump ,Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!
185,diamondandsilk crooked hillary getting desperate tv bashing trump cnn forgot said kkk member mentor ,"""@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN, she forgot how she said a KKK member was her mentor."
186,heroin overdoses taking children others midwest coming southern border need strong border wall ,Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border & WALL!
187,new polls join movement today ,"New polls - join the MOVEMENT today.
http://www.DonaldJTrump.com  #ImWithYoupic.twitter.com/numII7W99T"
188,phoenix arizona wednesday changing venue much larger one demand unreal polls looking great imwithyou ,"Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou"
189,quickly people forget crooked hillary called african american youth super predators apologized ,"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?"
190,proud brought subject illegal immigration back discussion big problem country solve ,I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve
191,african americans hispanics lose going look poverty crime educational statistics fix ,"What do African-Americans and Hispanics have to lose by going with me. Look at the poverty, crime and educational statistics. I will fix it!"
192,crooked hillary never able solve problems poverty education safety within african american hispanic communities ,"Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American & Hispanic communities"
193,hillary clinton needs address racist undertones 2008 campaign ,"""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" #FlashbackFridaypic.twitter.com/MJQp0rcnzH"
194,hillary clinton knows make speech hit policy always short stamina media gives pass ,"Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!"
195,hrc using oldest play dem playbook policies fail left w one tired argument ,"HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!http://www.snappytv.com/tc/2673821 "
196,hillary clinton using race baiting try get african american voters know talk action ,Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!
197,hillary clinton short speech pandering worst instincts society ashamed ,Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!
198,watched recap crookedhillary speech short lies one fear mongering ,Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!
199,many african american community badly poverty crime way employment jobs way fix promise ,"So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise"
200,poll numbers starting look good leading florida cnn arizona big jump utah numbers rising national way wow ,"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!"
201,thoughts prayers great people indiana prevail ,Thoughts and prayers to the great people of Indiana. You will prevail!
202,great governor mike pence indiana help lead relief efforts tornadoes struck true leadership ,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.
203,great new poll florida thank ,Great new poll Florida - thank you! #MakeAmericaGreatAgainpic.twitter.com/7TKpe388Bc
204,thoughts prayers victims families affected two powerful earthquakes italy myanmar ,My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.
205,thank travis county texas ,"Thank you Travis County, Texas!
#MakeAmericaGreatAgainpic.twitter.com/ZBnYzNb0eo"
206,austin texas amazing border patrol agents let ,"In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://instagram.com/p/BJdya79DXOF/ pic.twitter.com/7ImVH69fNb"
207,president obama gone louisiana days ago instead golfing little late ,"President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!"
208,reported virtually everyone fact media pile worst american political history ,"It is being reported by virtually everyone, and is a fact,  that the media pile on against me is the worst in American political history!"
209,anncoulter new book trump trust comes tomorrow people saying terrific knowing ann sure ,".@AnnCoulter's new book, 'In Trump We Trust, comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!"
210,leaving akron ohio packed rally amazing people going texas ,"Just leaving Akron, Ohio, after a packed rally. Amazing people! Going now to Texas."
211,great meeting active retired law enforcement officers fraternal order police lodge akron ,"Great meeting with active & retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio.pic.twitter.com/EUWhDC644R"
212,day things calm tell real story joenbc insecure long time girlfriend morningmika two clowns ,"Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!"
213,crooked hillary flooding airwaves false misleading ads paid bosses wall street media protecting ,Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!
214,drawing big enthusiastic crowds media refuses show discuss something big happening ,"I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!"
215,together going make america safe great ,"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!http://www.breitbart.com/2016-presidential-race/2016/08/20/la-times-poll-trump-takes-half-point-lead-clinton/ …"
216,bring america together one country united americans common purpose common dreams maga ,We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA
217,catonglass 200 000 new followers realdonaldtrump 10 800 000 11 000 000 last ten days maga alwaystrump ,"""@CatOnGlass: 200,000 new followers for @realDonaldTrump. From 10,800,000 to 11,000,000, All in the last ten days or so! #MAGA #AlwaysTrump"
218,franklin graham billynungesser samaritanspurse humbled time w thoughts ,.@Franklin_Graham @BillyNungesser @SamaritansPurse- so humbled by my time w/ you. You are in our thoughts & prayers.pic.twitter.com/I6xGsEzlwv
